run_id,final_accuracy,final_f1,mean_last8_accuracy,mean_last8_f1,std_last8_accuracy,n_rounds,det_detection_precision,det_detection_recall,det_benign_false_exclusion_rate,aggregator,atk,mal,alpha,stability_gap,dataset
foolsgold__atk=alie__mal=0.2__alpha=None,0.763641614003132,0.7588903019616736,0.6968246387596211,0.654586211957979,0.2566242372671288,25,,0.0,0.0,foolsgold,alie,0.2,,0.0668169752435109,ciciot2023
foolsgold__atk=alie__mal=0.4__alpha=0.5,0.7071426191454624,0.7312364846599068,0.3850264335773071,0.3810806481152334,0.3025219891946278,25,,0.0,0.0,foolsgold,alie,0.4,0.5,0.3221161855681553,ciciot2023
foolsgold__atk=alie__mal=0.4__alpha=None,0.0233570643180026,0.0010662015684992,0.2174703177582549,0.1902287262804122,0.3363585614156621,25,,0.0,0.0,foolsgold,alie,0.4,,0.1941132534402523,ciciot2023
foolsgold__atk=gaussian_noise__mal=0.2__alpha=0.5,0.0233570643180026,0.0010662015684992,0.0233570643180026,0.0010662015684992,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.2,0.5,0.0,ciciot2023
foolsgold__atk=gaussian_noise__mal=0.2__alpha=None,0.0233570643180026,0.0010662015684992,0.0233570643180026,0.0010662015684992,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.2,,0.0,ciciot2023
foolsgold__atk=gaussian_noise__mal=0.4__alpha=0.5,0.0233570643180026,0.0010662015684992,0.0233570643180026,0.0010662015684992,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.4,0.5,0.0,ciciot2023
foolsgold__atk=gaussian_noise__mal=0.4__alpha=None,0.0233570643180026,0.0010662015684992,0.0233570643180026,0.0010662015684992,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.4,,0.0,ciciot2023
foolsgold__atk=label_flip__mal=0.2__alpha=0.5,0.8019703010984373,0.7257967418295432,0.7760920510456812,0.7380804486759517,0.0744890965242523,25,,0.0,0.0,foolsgold,label_flip,0.2,0.5,0.025878250052756,ciciot2023
foolsgold__atk=label_flip__mal=0.2__alpha=None,0.8243277763586081,0.7727582725108202,0.6880643513222342,0.6843128561554248,0.1104374524171806,25,,0.0,0.0,foolsgold,label_flip,0.2,,0.1362634250363739,ciciot2023
foolsgold__atk=label_flip__mal=0.4__alpha=0.5,0.1570132278951986,0.0518678820946506,0.3861870675389007,0.3303260284063946,0.229850920178536,25,,0.0,0.0,foolsgold,label_flip,0.4,0.5,0.229173839643702,ciciot2023
foolsgold__atk=label_flip__mal=0.4__alpha=None,0.4425513955373902,0.4720784708657448,0.6006627830780679,0.5818250522912993,0.2000159162457239,25,,0.0,0.0,foolsgold,label_flip,0.4,,0.1581113875406776,ciciot2023
krum__atk=alie__mal=0.2__alpha=0.5,0.5987871652764974,0.629537380193819,0.6884461388096005,0.67028299089119,0.1042921550787831,25,,0.0,0.0,krum,alie,0.2,0.5,0.089658973533103,ciciot2023
krum__atk=alie__mal=0.2__alpha=None,0.8216733120828104,0.7640205964359743,0.8206820529337938,0.7686845335559004,0.0087943619135783,25,,0.0,0.0,krum,alie,0.2,,0.0009912591490165,ciciot2023
krum__atk=alie__mal=0.4__alpha=0.5,0.7227139953574642,0.6063868065077953,0.4183807767917634,0.3173105422655005,0.3070866728842981,25,,0.0,0.0,krum,alie,0.4,0.5,0.3043332185657008,ciciot2023
krum__atk=alie__mal=0.4__alpha=None,0.0105734309228428,0.0033544495503943,0.4397719826293634,0.4113197546111225,0.3785041598348879,25,,0.0,0.0,krum,alie,0.4,,0.4291985517065206,ciciot2023
krum__atk=gaussian_noise__mal=0.2__alpha=0.5,0.7072758976865067,0.7286811659917578,0.6842867376745116,0.6776964901102538,0.0998182941935932,25,,0.0,0.0,krum,gaussian_noise,0.2,0.5,0.022989160011995,ciciot2023
krum__atk=gaussian_noise__mal=0.2__alpha=None,0.8222286393371614,0.7680445122378874,0.8196602507857881,0.7674866436848805,0.0076557088798754,25,,0.0,0.0,krum,gaussian_noise,0.2,,0.0025683885513733,ciciot2023
krum__atk=gaussian_noise__mal=0.4__alpha=0.5,0.595155325033042,0.6207613108707333,0.7092709108477626,0.6943660925400101,0.0938192948607525,25,,0.0,0.0,krum,gaussian_noise,0.4,0.5,0.1141155858147205,ciciot2023
krum__atk=gaussian_noise__mal=0.4__alpha=None,0.822617368415207,0.7778934789269089,0.768638170974155,0.7338177348793052,0.071983922024595,25,,0.0,0.0,krum,gaussian_noise,0.4,,0.053979197441052,ciciot2023
krum__atk=label_flip__mal=0.2__alpha=0.5,0.6937703388606906,0.7139475317734683,0.5386007974499373,0.5157730291075098,0.2696144340395696,25,,0.0,0.0,krum,label_flip,0.2,0.5,0.1551695414107533,ciciot2023
krum__atk=label_flip__mal=0.2__alpha=None,0.7246909603829537,0.7445847633321626,0.5952608372113686,0.55297859887499,0.2972170084314614,25,,0.0,0.0,krum,label_flip,0.2,,0.1294301231715851,ciciot2023
krum__atk=label_flip__mal=0.4__alpha=0.5,0.7055877028332797,0.725847311495281,0.570452980441374,0.5535627494196301,0.1927270031541361,25,,0.0,0.0,krum,label_flip,0.4,0.5,0.1351347223919056,ciciot2023
krum__atk=label_flip__mal=0.4__alpha=None,0.1933538434199273,0.0862484738165407,0.4209422237524572,0.3792113238295266,0.3066360637938129,25,,0.0,0.0,krum,label_flip,0.4,,0.2275883803325299,ciciot2023
