run_id,final_accuracy,final_f1,mean_last8_accuracy,mean_last8_f1,std_last8_accuracy,n_rounds,det_detection_precision,det_detection_recall,det_benign_false_exclusion_rate,aggregator,atk,mal,alpha,stability_gap
fedavg__atk=alie__mal=0.2__alpha=0.5,0.8306228053964148,0.7562000675180761,0.830678633031479,0.7541625490546848,2.874773710008769e-05,25,,0.0,0.0,fedavg,alie,0.2,0.5,5.582763506428723e-05
fedavg__atk=alie__mal=0.2__alpha=None,0.8036253311156286,0.7918664291822015,0.8283800745395182,0.7989887401161286,0.06736727694581361,25,,0.0,0.0,fedavg,alie,0.2,None,0.024754743423889614
fedavg__atk=alie__mal=0.4__alpha=0.5,0.8306998090309863,0.7538780190176303,0.738114489003881,0.665067578390598,0.2449577318470485,25,,0.0,0.0,fedavg,alie,0.4,0.5,0.09258532002710529
fedavg__atk=alie__mal=0.4__alpha=None,0.8306998090309863,0.7538780190176303,0.8402251586274873,0.7716239673381835,0.016535787812436815,25,,0.0,0.0,fedavg,alie,0.4,None,0.009525349596500976
fedavg__atk=gaussian_noise__mal=0.2__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,fedavg,gaussian_noise,0.2,0.5,0.0
fedavg__atk=gaussian_noise__mal=0.2__alpha=None,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,fedavg,gaussian_noise,0.2,None,0.0
fedavg__atk=gaussian_noise__mal=0.4__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,fedavg,gaussian_noise,0.4,0.5,0.0
fedavg__atk=gaussian_noise__mal=0.4__alpha=None,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,fedavg,gaussian_noise,0.4,None,0.0
fedavg__atk=label_flip__mal=0.2__alpha=0.5,0.7589940245179573,0.7256427865788411,0.7548935809770221,0.7467386663232187,0.10116800626946312,25,,0.0,0.0,fedavg,label_flip,0.2,0.5,0.004100443540935195
fedavg__atk=label_flip__mal=0.2__alpha=None,0.9454044230887698,0.938245669968081,0.5828193340725683,0.5915931629656386,0.3488409178696001,25,,0.0,0.0,fedavg,label_flip,0.2,None,0.36258508901620157
fedavg__atk=label_flip__mal=0.4__alpha=0.5,0.8307460112117292,0.7551267566800035,0.7231392071705784,0.6806221285598815,0.24570453963917013,25,,0.0,0.0,fedavg,label_flip,0.4,0.5,0.10760680404115075
fedavg__atk=label_flip__mal=0.4__alpha=None,0.7445481426723342,0.7834923603027796,0.821911769235508,0.8072755740903039,0.10116939949869211,25,,0.0,0.0,fedavg,label_flip,0.4,None,0.07736362656317386
foolsgold__atk=alie__mal=0.2__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,foolsgold,alie,0.2,0.5,0.0
foolsgold__atk=alie__mal=0.2__alpha=None,0.8306998090309863,0.7538780190176303,0.7723137282079714,0.7444947510697254,0.14312799132572962,25,,0.0,0.0,foolsgold,alie,0.2,None,0.058386080823014885
foolsgold__atk=alie__mal=0.4__alpha=0.5,0.8306998090309863,0.7538780190176303,0.7329128934885727,0.6659357344523786,0.2587198600013032,25,,0.0,0.0,foolsgold,alie,0.4,0.5,0.09778691554241359
foolsgold__atk=alie__mal=0.4__alpha=None,0.8306998090309863,0.7538780190176303,0.7259729409228115,0.7038421950333211,0.14803198746778642,25,,0.0,0.0,foolsgold,alie,0.4,None,0.10472686810817478
foolsgold__atk=gaussian_noise__mal=0.2__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.2,0.5,0.0
foolsgold__atk=gaussian_noise__mal=0.2__alpha=None,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.2,None,0.0
foolsgold__atk=gaussian_noise__mal=0.4__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.4,0.5,0.0
foolsgold__atk=gaussian_noise__mal=0.4__alpha=None,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,foolsgold,gaussian_noise,0.4,None,0.0
foolsgold__atk=label_flip__mal=0.2__alpha=0.5,0.6872266370972709,0.7142347195264136,0.7802316269327911,0.7798245899404734,0.09878550991742356,25,,0.0,0.0,foolsgold,label_flip,0.2,0.5,0.09300498983552019
foolsgold__atk=label_flip__mal=0.2__alpha=None,0.39699993839709236,0.48972776825918063,0.5073384463746688,0.5360976027648447,0.35899945489111484,25,,0.0,0.0,foolsgold,label_flip,0.2,None,0.1103385079775765
foolsgold__atk=label_flip__mal=0.4__alpha=0.5,0.09158812295940369,0.10127893828294178,0.47429811187088033,0.4730912162344121,0.3424029706724259,25,,0.0,0.0,foolsgold,label_flip,0.4,0.5,0.3827099889114767
foolsgold__atk=label_flip__mal=0.4__alpha=None,0.7922441939259534,0.7783130499392674,0.7315191277028277,0.7180859108108506,0.2732656681303814,25,,0.0,0.0,foolsgold,label_flip,0.4,None,0.06072506622312568
krum__atk=alie__mal=0.2__alpha=0.5,0.8571428571428571,0.7968904294198347,0.8428336567485986,0.8129269946869842,0.04859372698494323,25,,0.0,0.0,krum,alie,0.2,0.5,0.014309200394258537
krum__atk=alie__mal=0.2__alpha=None,0.967596870572291,0.9606574513335381,0.8964089355017557,0.8936731839680907,0.06905968778853797,25,,0.0,0.0,krum,alie,0.2,None,0.07118793507053534
krum__atk=alie__mal=0.4__alpha=0.5,0.8306998090309863,0.7538780190176303,0.8306998090309863,0.7538780190176303,0.0,25,,0.0,0.0,krum,alie,0.4,0.5,0.0
krum__atk=alie__mal=0.4__alpha=None,0.8306998090309863,0.7538780190176303,0.8068171317686195,0.7846060602405485,0.12178355980530092,25,,0.0,0.0,krum,alie,0.4,None,0.023882677262366814
krum__atk=gaussian_noise__mal=0.2__alpha=0.5,0.885618801207417,0.8497635809959164,0.8553794739111685,0.8246391835677966,0.031031426216809533,25,,0.0,0.0,krum,gaussian_noise,0.2,0.5,0.030239327296248453
krum__atk=gaussian_noise__mal=0.2__alpha=None,0.9165126593975236,0.9247121209400342,0.8912670178032404,0.8685947593950485,0.0327428443416117,25,,0.0,0.0,krum,gaussian_noise,0.2,None,0.02524564159428322
krum__atk=gaussian_noise__mal=0.4__alpha=0.5,0.8306536068502434,0.7677151676615425,0.8545401342943386,0.8016237223630394,0.02576017193640773,25,,0.0,0.0,krum,gaussian_noise,0.4,0.5,0.02388652744409525
krum__atk=gaussian_noise__mal=0.4__alpha=None,0.9396907534035607,0.9274332330847738,0.9312723310540258,0.9160857859125062,0.04103537698202853,25,,0.0,0.0,krum,gaussian_noise,0.4,None,0.008418422349534826
krum__atk=label_flip__mal=0.2__alpha=0.5,0.7628288055196205,0.7766464473916049,0.612741021376209,0.5834160474864594,0.3317238477971307,25,,0.0,0.0,krum,label_flip,0.2,0.5,0.1500877841434115
krum__atk=label_flip__mal=0.2__alpha=None,0.9363795971169839,0.9336623152264838,0.7882534805642827,0.8038173876077452,0.22359466057446156,25,,0.0,0.0,krum,label_flip,0.2,None,0.14812611655270125
krum__atk=label_flip__mal=0.4__alpha=0.5,0.05048358282510935,0.05793599635646331,0.6319803794739112,0.6040745766139909,0.34554783672966477,25,,0.0,0.0,krum,label_flip,0.4,0.5,0.5814967966488018
krum__atk=label_flip__mal=0.4__alpha=None,0.9135249183761474,0.9193926359398601,0.7647692971108236,0.7425988028527665,0.27463611241918257,25,,0.0,0.0,krum,label_flip,0.4,None,0.1487556212653237
